"Indicator ID","Indicator Name","Parent Code","Parent Name","Area Code","AreaName","Area Type","Sex","Age","Category Type","Category","Time period","Value","Lower CI 95.0 limit","Upper CI 95.0 limit","Lower CI 99.8 limit","Upper CI 99.8 limit","Count","Denominator","Value note","Recent Trend","Compared to England value or percentiles","Compared to parent value or percentiles","Time period Sortable","New data","Compared to goal","Time period range"
"90988","Hospital admissions due to coronary heart disease","E92000001","England","E09000009","Ealing","Upper tier local authorities (post 4/23)","Persons","All ages","","","2022/23","516.7838","489.7442","544.9057","474.6473","561.4184","1,420","369937","","Decreasing and getting better","Worse","Worse","20220000","","","1y"
"90988","Hospital admissions due to coronary heart disease","E92000001","England","E09000026","Redbridge","Upper tier local authorities (post 4/23)","Persons","All ages","","","2022/23","514.3541","485.1005","544.8903","468.8174","562.8504","1,190","310911","","No significant change","Worse","Worse","20220000","","","1y"
"90988","Hospital admissions due to coronary heart disease","E92000001","England","E06000020","Telford and Wrekin","Upper tier local authorities (post 4/23)","Persons","All ages","","","2022/23","513.0455","480.2317","547.5055","462.0594","567.8286","915","188871","","Decreasing and getting better","Worse","Worse","20220000","","","1y"
"90988","Hospital admissions due to coronary heart disease","E92000001","England","E08000028","Sandwell","Upper tier local authorities (post 4/23)","Persons","All ages","","","2022/23","511.7194","485.5272","538.9507","470.8993","554.9379","1,445","344210","","Decreasing and getting better","Worse","Worse","20220000","","","1y"
"90988","Hospital admissions due to coronary heart disease","E92000001","England","E06000061","North Northamptonshire","Upper tier local authorities (post 4/23)","Persons","All ages","","","2022/23","503.2879","480.1063","527.2979","467.1187","541.3697","1,775","363408","","Decreasing and getting better","Worse","Worse","20220000","","","1y"
"90988","Hospital admissions due to coronary heart disease","E92000001","England","E09000030","Tower Hamlets","Upper tier local authorities (post 4/23)","Persons","All ages","","","2022/23","498.7113","459.2594","540.4315","437.539","565.113","700","325789","","No significant change","Worse","Worse","20220000","","","1y"
"90988","Hospital admissions due to coronary heart disease","E92000001","England","E09000025","Newham","Upper tier local authorities (post 4/23)","Persons","All ages","","","2022/23","495.0123","461.5689","530.0927","443.0298","550.7708","960","358645","","No significant change","Worse","Worse","20220000","","","1y"
"90988","Hospital admissions due to coronary heart disease","E92000001","England","E06000042","Milton Keynes","Upper tier local authorities (post 4/23)","Persons","All ages","","","2022/23","486.4712","458.2786","515.9313","442.6002","533.2668","1,135","292180","","Decreasing and getting better","Worse","Worse","20220000","","","1y"
"90988","Hospital admissions due to coronary heart disease","E92000001","England","E10000017","Lancashire","Upper tier local authorities (post 4/23)","Persons","All ages","","","2022/23","485.014","473.1912","497.0566","466.4753","504.061","6,435","1253154","","Decreasing and getting better","Worse","Worse","20220000","","","1y"
"90988","Hospital admissions due to coronary heart disease","E92000001","England","E06000033","Southend-on-Sea","Upper tier local authorities (post 4/23)","Persons","All ages","","","2022/23","484.2031","452.6118","517.4141","435.1321","537.0098","875","180915","","Decreasing and getting better","Worse","Worse","20220000","","","1y"
"90988","Hospital admissions due to coronary heart disease","E92000001","England","E08000022","North Tyneside","Upper tier local authorities (post 4/23)","Persons","All ages","","","2022/23","481.4254","453.0104","511.1533","437.2242","528.6558","1,075","210487","","No significant change","Worse","Worse","20220000","","","1y"
"90988","Hospital admissions due to coronary heart disease","E92000001","England","E08000023","South Tyneside","Upper tier local authorities (post 4/23)","Persons","All ages","","","2022/23","481.0342","447.4914","516.4158","428.9847","537.3238","770","148667","","Decreasing and getting better","Worse","Worse","20220000","","","1y"
"90988","Hospital admissions due to coronary heart disease","E92000001","England","E08000004","Oldham","Upper tier local authorities (post 4/23)","Persons","All ages","","","2022/23","475.9382","446.7859","506.487","430.6122","524.4859","1,000","243912","","Decreasing and getting better","Worse","Worse","20220000","","","1y"
"90988","Hospital admissions due to coronary heart disease","E92000001","England","E06000035","Medway","Upper tier local authorities (post 4/23)","Persons","All ages","","","2022/23","474.3005","447.8391","501.9136","433.1066","518.1521","1,205","282702","","No significant change","Worse","Worse","20220000","","","1y"
"90988","Hospital admissions due to coronary heart disease","E92000001","England","E06000010","Kingston upon Hull","Upper tier local authorities (post 4/23)","Persons","All ages","","","2022/23","473.4757","445.6665","502.5584","430.2118","519.678","1,095","268852","","No significant change","Worse","Worse","20220000","","","1y"
"90988","Hospital admissions due to coronary heart disease","E92000001","England","E09000010","Enfield","Upper tier local authorities (post 4/23)","Persons","All ages","","","2022/23","472.0242","446.0255","499.1276","431.5386","515.0593","1,265","327224","","Decreasing and getting better","Worse","Worse","20220000","","","1y"
"90988","Hospital admissions due to coronary heart disease","E92000001","England","E08000002","Bury","Upper tier local authorities (post 4/23)","Persons","All ages","","","2022/23","470.9307","440.3135","503.1112","423.37","522.0972","885","194606","","Decreasing and getting better","Worse","Worse","20220000","","","1y"
"90988","Hospital admissions due to coronary heart disease","E92000001","England","E08000001","Bolton","Upper tier local authorities (post 4/23)","Persons","All ages","","","2022/23","464.4229","439.188","490.7275","425.1255","506.1889","1,270","298903","","Decreasing and getting better","Worse","Worse","20220000","","","1y"
"90988","Hospital admissions due to coronary heart disease","E92000001","England","E06000004","Stockton-on-Tees","Upper tier local authorities (post 4/23)","Persons","All ages","","","2022/23","462.1627","432.7262","493.0701","416.4218","511.2964","920","199966","","Decreasing and getting better","Worse","Worse","20220000","","","1y"
"90988","Hospital admissions due to coronary heart disease","E92000001","England","E08000025","Birmingham","Upper tier local authorities (post 4/23)","Persons","All ages","","","2022/23","462.1249","447.7837","476.8059","439.6706","485.3643","3,990","1157603","","Decreasing and getting better","Worse","Worse","20220000","","","1y"
"90988","Hospital admissions due to coronary heart disease","E92000001","England","E09000015","Harrow","Upper tier local authorities (post 4/23)","Persons","All ages","","","2022/23","461.5916","433.667","490.8372","418.1669","508.0638","1,025","261185","","Decreasing and getting better","Worse","Worse","20220000","","","1y"
"90988","Hospital admissions due to coronary heart disease","E92000001","England","E06000064","Westmorland and Furness","Upper tier local authorities (post 4/23)","Persons","All ages","","","2022/23","459.0755","434.6627","484.492","421.0444","499.4233","1,350","227643","","Decreasing and getting better","Worse","Worse","20220000","","","1y"
"90988","Hospital admissions due to coronary heart disease","E92000001","England","E10000003","Cambridgeshire","Upper tier local authorities (post 4/23)","Persons","All ages","","","2022/23","456.1018","440.0816","472.5554","431.0432","482.1616","3,070","689109","","Decreasing and getting better","Worse","Worse","20220000","","","1y"
"90988","Hospital admissions due to coronary heart disease","E92000001","England","E09000029","Sutton","Upper tier local authorities (post 4/23)","Persons","All ages","","","2022/23","453.3221","422.5101","485.7736","405.488","504.9369","815","210053","","Decreasing and getting better","Worse","Worse","20220000","","","1y"
"90988","Hospital admissions due to coronary heart disease","E92000001","England","E08000003","Manchester","Upper tier local authorities (post 4/23)","Persons","All ages","","","2022/23","452.1658","429.0978","476.1241","416.2036","490.1833","1,525","568996","","Decreasing and getting better","Worse","Worse","20220000","","","1y"
"90988","Hospital admissions due to coronary heart disease","E92000001","England","E09000002","Barking and Dagenham","Upper tier local authorities (post 4/23)","Persons","All ages","","","2022/23","450.254","413.2118","489.5978","392.8935","512.919","605","219992","","No significant change","Worse","Worse","20220000","","","1y"
"90988","Hospital admissions due to coronary heart disease","E92000001","England","E09000005","Brent","Upper tier local authorities (post 4/23)","Persons","All ages","","","2022/23","449.2388","422.4416","477.2608","407.5483","493.7554","1,095","341221","","Decreasing and getting better","Worse","Worse","20220000","","","1y"
"90988","Hospital admissions due to coronary heart disease","E92000001","England","E08000015","Wirral","Upper tier local authorities (post 4/23)","Persons","All ages","","","2022/23","448.6701","426.8553","471.3068","414.6525","484.585","1,600","322453","","Decreasing and getting better","Worse","Worse","20220000","","","1y"
"90988","Hospital admissions due to coronary heart disease","E92000001","England","E08000037","Gateshead","Upper tier local authorities (post 4/23)","Persons","All ages","","","2022/23","446.1782","417.7472","476.0299","401.9997","493.6337","920","197722","","No significant change","Worse","Worse","20220000","","","1y"
"90988","Hospital admissions due to coronary heart disease","E92000001","England","E08000027","Dudley","Upper tier local authorities (post 4/23)","Persons","All ages","","","2022/23","444.6797","422.1415","468.1041","409.5508","481.8544","1,470","324969","","No significant change","Worse","Worse","20220000","","","1y"
"90988","Hospital admissions due to coronary heart disease","E92000001","England","E06000001","Hartlepool","Upper tier local authorities (post 4/23)","Persons","All ages","","","2022/23","443.7217","402.3758","488.1388","379.9157","514.6001","430","93861","","Decreasing and getting better","Worse","Worse","20220000","","","1y"
"90988","Hospital admissions due to coronary heart disease","E92000001","England","E06000051","Shropshire","Upper tier local authorities (post 4/23)","Persons","All ages","","","2022/23","437.226","416.972","458.2004","405.6231","470.4922","1,790","327178","","Decreasing and getting better","Worse","Worse","20220000","","","1y"
"90988","Hospital admissions due to coronary heart disease","E92000001","England","E06000007","Warrington","Upper tier local authorities (post 4/23)","Persons","All ages","","","2022/23","436.9159","409.5527","465.6212","394.3855","482.5422","955","211580","","Decreasing and getting better","Worse","Worse","20220000","","","1y"
"90988","Hospital admissions due to coronary heart disease","E92000001","England","E09000021","Kingston upon Thames","Upper tier local authorities (post 4/23)","Persons","All ages","","","2022/23","432.6636","398.4695","468.9915","379.7175","490.5274","600","168302","","Decreasing and getting better","Worse","Worse","20220000","","","1y"
"90988","Hospital admissions due to coronary heart disease","E92000001","England","E06000031","Peterborough","Upper tier local authorities (post 4/23)","Persons","All ages","","","2022/23","431.4773","400.8838","463.7767","384.017","482.8709","745","217705","","Decreasing and getting better","Worse","Worse","20220000","","","1y"
"90988","Hospital admissions due to coronary heart disease","E92000001","England","E06000027","Torbay","Upper tier local authorities (post 4/23)","Persons","All ages","","","2022/23","429.0733","398.7736","461.0375","382.0576","479.9269","765","139479","","No significant change","Worse","Worse","20220000","","","1y"
"90988","Hospital admissions due to coronary heart disease","E92000001","England","E06000057","Northumberland","Upper tier local authorities (post 4/23)","Persons","All ages","","","2022/23","426.9531","406.7316","447.91","395.4081","460.1958","1,715","324362","","Decreasing and getting better","Worse","Worse","20220000","","","1y"
"90988","Hospital admissions due to coronary heart disease","E92000001","England","E06000009","Blackpool","Upper tier local authorities (post 4/23)","Persons","All ages","","","2022/23","425.5444","393.2493","459.7731","375.5027","480.043","650","141574","","Decreasing and getting better","Worse","Worse","20220000","","","1y"
"90988","Hospital admissions due to coronary heart disease","E92000001","England","E06000052","Cornwall","Upper tier local authorities (post 4/23)","Persons","All ages","","","2022/23","425.1476","410.0359","440.6693","401.5106","449.7319","3,050","577694","<span class=""tooltipValueNote"">* Value for Cornwall and Isles of Scilly combined</span>","Decreasing and getting better","Worse","Worse","20220000","","","1y"
"90988","Hospital admissions due to coronary heart disease","E92000001","England","E06000062","West Northamptonshire","Upper tier local authorities (post 4/23)","Persons","All ages","","","2022/23","422.4705","402.4959","443.178","391.3137","455.3194","1,685","429013","","Decreasing and getting better","Worse","Worse","20220000","","","1y"
"90988","Hospital admissions due to coronary heart disease","E92000001","England","E08000010","Wigan","Upper tier local authorities (post 4/23)","Persons","All ages","","","2022/23","419.9842","398.339","442.4954","386.2539","455.7134","1,425","334110","","Decreasing and getting better","Worse","Worse","20220000","","","1y"
"90988","Hospital admissions due to coronary heart disease","E92000001","England","E08000012","Liverpool","Upper tier local authorities (post 4/23)","Persons","All ages","","","2022/23","419.5619","399.8783","439.9595","388.8551","451.9169","1,725","496770","","Decreasing and getting better","Worse","Worse","20220000","","","1y"
"90988","Hospital admissions due to coronary heart disease","E92000001","England","E09000024","Merton","Upper tier local authorities (post 4/23)","Persons","All ages","","","2022/23","418.503","387.0125","451.8425","369.6922","471.5761","675","214709","","No significant change","Similar","Similar","20220000","","","1y"
"90988","Hospital admissions due to coronary heart disease","E92000001","England","E06000015","Derby","Upper tier local authorities (post 4/23)","Persons","All ages","","","2022/23","415.1898","389.2886","442.3573","374.93","458.3708","960","263490","","Decreasing and getting better","Worse","Worse","20220000","","","1y"
"90988","Hospital admissions due to coronary heart disease","E92000001","England","E09000014","Haringey","Upper tier local authorities (post 4/23)","Persons","All ages","","","2022/23","414.3269","384.1283","446.2024","367.4762","465.0442","750","261811","","Decreasing and getting better","Similar","Similar","20220000","","","1y"
"90988","Hospital admissions due to coronary heart disease","E92000001","England","E06000055","Bedford","Upper tier local authorities (post 4/23)","Persons","All ages","","","2022/23","413.0087","382.9485","444.7973","366.3986","463.6034","700","187466","","Decreasing and getting better","Similar","Similar","20220000","","","1y"
"90988","Hospital admissions due to coronary heart disease","E92000001","England","E08000019","Sheffield","Upper tier local authorities (post 4/23)","Persons","All ages","","","2022/23","407.7575","390.2205","425.8779","380.3759","436.4864","2,045","566242","","Decreasing and getting better","Worse","Worse","20220000","","","1y"
"90988","Hospital admissions due to coronary heart disease","E92000001","England","E09000023","Lewisham","Upper tier local authorities (post 4/23)","Persons","All ages","","","2022/23","407.429","378.0447","438.4134","361.8277","456.7201","780","298653","","No significant change","Similar","Similar","20220000","","","1y"
"90988","Hospital admissions due to coronary heart disease","E92000001","England","E08000034","Kirklees","Upper tier local authorities (post 4/23)","Persons","All ages","","","2022/23","405.7292","386.4809","425.6867","375.7067","437.3892","1,670","437593","","Decreasing and getting better","Similar","Similar","20220000","","","1y"
"90988","Hospital admissions due to coronary heart disease","E92000001","England","E06000047","County Durham","Upper tier local authorities (post 4/23)","Persons","All ages","","","2022/23","404.4566","388.0492","421.3764","378.8234","431.2732","2,315","528127","","Decreasing and getting better","Worse","Worse","20220000","","","1y"
"90988","Hospital admissions due to coronary heart disease","E92000001","England","E08000017","Doncaster","Upper tier local authorities (post 4/23)","Persons","All ages","","","2022/23","400.973","379.0786","423.7996","366.8795","437.2178","1,260","311027","","No significant change","Similar","Similar","20220000","","","1y"
"90988","Hospital admissions due to coronary heart disease","E92000001","England","E09000031","Waltham Forest","Upper tier local authorities (post 4/23)","Persons","All ages","","","2022/23","400.819","371.7623","431.486","355.7383","449.6125","755","275887","","No significant change","Similar","Similar","20220000","","","1y"
"90988","Hospital admissions due to coronary heart disease","E92000001","England","E08000033","Calderdale","Upper tier local authorities (post 4/23)","Persons","All ages","","","2022/23","400.1313","373.4613","428.1994","358.7181","444.7687","840","207699","","Decreasing and getting better","Similar","Similar","20220000","","","1y"
"90988","Hospital admissions due to coronary heart disease","E92000001","England","E08000014","Sefton","Upper tier local authorities (post 4/23)","Persons","All ages","","","2022/23","399.7361","378.0332","422.3509","365.9354","435.6414","1,295","281027","","Decreasing and getting better","Similar","Similar","20220000","","","1y"
"90988","Hospital admissions due to coronary heart disease","E92000001","England","E06000011","East Riding of Yorkshire","Upper tier local authorities (post 4/23)","Persons","All ages","","","2022/23","397.0832","378.5934","416.2335","368.2343","427.457","1,775","346309","","Decreasing and getting better","Similar","Similar","20220000","","","1y"
"90988","Hospital admissions due to coronary heart disease","E92000001","England","E10000012","Essex","Upper tier local authorities (post 4/23)","Persons","All ages","","","2022/23","396.6604","386.9221","406.5812","381.3909","412.3517","6,340","1519509","","Decreasing and getting better","Similar","Similar","20220000","","","1y"
"90988","Hospital admissions due to coronary heart disease","E92000001","England","E08000007","Stockport","Upper tier local authorities (post 4/23)","Persons","All ages","","","2022/23","394.4324","372.4413","417.3799","360.1972","430.8745","1,210","297107","","Decreasing and getting better","Similar","Similar","20220000","","","1y"
"90988","Hospital admissions due to coronary heart disease","E92000001","England","E10000007","Derbyshire","Upper tier local authorities (post 4/23)","Persons","All ages","","","2022/23","390.0947","377.3087","403.2019","370.0837","410.8478","3,555","803464","","Decreasing and getting better","Similar","Similar","20220000","","","1y"
"90988","Hospital admissions due to coronary heart disease","E92000001","England","E06000019","Herefordshire","Upper tier local authorities (post 4/23)","Persons","All ages","","","2022/23","389.7494","364.6735","416.077","350.7837","431.6022","925","188719","","Decreasing and getting better","Similar","Similar","20220000","","","1y"
"90988","Hospital admissions due to coronary heart disease","E92000001","England","E06000066","Somerset UA","Upper tier local authorities (post 4/23)","Persons","All ages","","","2022/23","388.5096","373.8972","403.5418","365.6644","412.3248","2,725","576852","","Decreasing and getting better","Similar","Similar","20220000","","","1y"
"90988","Hospital admissions due to coronary heart disease","E92000001","England","E09000027","Richmond upon Thames","Upper tier local authorities (post 4/23)","Persons","All ages","","","2022/23","386.9245","358.4007","417.1029","342.7033","434.9602","690","194894","","No significant change","Similar","Similar","20220000","","","1y"
"90988","Hospital admissions due to coronary heart disease","E92000001","England","E06000058","Bournemouth, Christchurch and Poole","Upper tier local authorities (post 4/23)","Persons","All ages","","","2022/23","384.5786","366.176","403.6611","355.876","414.851","1,665","401898","","Decreasing and getting better","Similar","Similar","20220000","","","1y"
"90988","Hospital admissions due to coronary heart disease","E92000001","England","E09000033","Westminster","Upper tier local authorities (post 4/23)","Persons","All ages","","","2022/23","380.7929","349.6544","413.9251","332.6001","433.5798","570","211365","","No significant change","Similar","Similar","20220000","","","1y"
"90988","Hospital admissions due to coronary heart disease","E92000001","England","E10000020","Norfolk","Upper tier local authorities (post 4/23)","Persons","All ages","","","2022/23","380.3855","368.805","392.2341","362.2508","399.1398","4,175","925299","","Decreasing and getting better","Similar","Similar","20220000","","","1y"
"90988","Hospital admissions due to coronary heart disease","E92000001","England","E06000065","North Yorkshire UA","Upper tier local authorities (post 4/23)","Persons","All ages","","","2022/23","379.7457","366.0545","393.8141","358.3333","402.0296","2,960","623501","","Decreasing and getting better","Similar","Similar","20220000","","","1y"
"90988","Hospital admissions due to coronary heart disease","E92000001","England","E09000004","Bexley","Upper tier local authorities (post 4/23)","Persons","All ages","","","2022/23","379.1044","353.9512","405.5665","340.0424","421.1852","850","247835","","Decreasing and getting better","Similar","Similar","20220000","","","1y"
"90988","Hospital admissions due to coronary heart disease","E92000001","England","E06000023","Bristol","Upper tier local authorities (post 4/23)","Persons","All ages","","","2022/23","379.0102","358.5107","400.3699","347.0833","412.9226","1,295","479024","","No significant change","Similar","Similar","20220000","","","1y"
"90988","Hospital admissions due to coronary heart disease","E92000001","England","E06000026","Plymouth","Upper tier local authorities (post 4/23)","Persons","All ages","","","2022/23","376.2597","352.8571","400.8042","339.8825","415.2709","965","266862","","Decreasing and getting better","Similar","Similar","20220000","","","1y"
"90988","Hospital admissions due to coronary heart disease","E92000001","England","E06000059","Dorset","Upper tier local authorities (post 4/23)","Persons","All ages","","","2022/23","375.7876","359.2959","392.8269","350.0375","402.8023","2,050","383274","","Decreasing and getting better","Similar","Similar","20220000","","","1y"
"90988","Hospital admissions due to coronary heart disease","E92000001","England","E09000016","Havering","Upper tier local authorities (post 4/23)","Persons","All ages","","","2022/23","375.091","351.093","400.2935","337.8033","415.1571","915","264703","","No significant change","Similar","Similar","20220000","","","1y"
"90988","Hospital admissions due to coronary heart disease","E92000001","England","E09000032","Wandsworth","Upper tier local authorities (post 4/23)","Persons","All ages","","","2022/23","374.1118","346.724","403.0505","331.6351","420.1643","725","329035","","Decreasing and getting better","Similar","Similar","20220000","","","1y"
"90988","Hospital admissions due to coronary heart disease","E92000001","England","E10000029","Suffolk","Upper tier local authorities (post 4/23)","Persons","All ages","","","2022/23","373.8539","361.162","386.8749","353.9949","394.4731","3,340","768555","","Decreasing and getting better","Better","Better","20220000","","","1y"
"90988","Hospital admissions due to coronary heart disease","E92000001","England","E06000050","Cheshire West and Chester","Upper tier local authorities (post 4/23)","Persons","All ages","","","2022/23","369.4871","350.6349","389.0867","340.106","400.5933","1,450","361694","","Decreasing and getting better","Similar","Similar","20220000","","","1y"
"90988","Hospital admissions due to coronary heart disease","E92000001","England","E09000019","Islington","Upper tier local authorities (post 4/23)","Persons","All ages","","","2022/23","368.7835","335.6126","404.2513","317.5208","425.3372","490","220373","","No significant change","Similar","Similar","20220000","","","1y"
"90988","Hospital admissions due to coronary heart disease","E92000001","England","E06000034","Thurrock","Upper tier local authorities (post 4/23)","Persons","All ages","","","2022/23","367.9478","336.3342","401.7078","319.073","421.7672","510","176877","","Decreasing and getting better","Similar","Similar","20220000","","","1y"
"90988","Hospital admissions due to coronary heart disease","E92000001","England","E09000011","Greenwich","Upper tier local authorities (post 4/23)","Persons","All ages","","","2022/23","367.9336","340.5354","396.9002","325.4481","414.035","710","291080","","Decreasing and getting better","Similar","Similar","20220000","","","1y"
"90988","Hospital admissions due to coronary heart disease","E92000001","England","E06000056","Central Bedfordshire","Upper tier local authorities (post 4/23)","Persons","All ages","","","2022/23","366.6991","344.9504","389.4572","332.8696","402.8573","1,065","301501","","Decreasing and getting better","Similar","Similar","20220000","","","1y"
"90988","Hospital admissions due to coronary heart disease","E92000001","England","E09000013","Hammersmith and Fulham","Upper tier local authorities (post 4/23)","Persons","All ages","","","2022/23","366.2674","331.5571","403.5467","312.6976","425.7533","430","185238","","No significant change","Similar","Similar","20220000","","","1y"
"90988","Hospital admissions due to coronary heart disease","E92000001","England","E09000008","Croydon","Upper tier local authorities (post 4/23)","Persons","All ages","","","2022/23","365.7074","344.6917","387.657","332.9997","400.5701","1,160","392224","","Decreasing and getting better","Similar","Similar","20220000","","","1y"
"90988","Hospital admissions due to coronary heart disease","E92000001","England","E06000005","Darlington","Upper tier local authorities (post 4/23)","Persons","All ages","","","2022/23","363.7581","329.6945","400.3771","311.2012","422.1992","420","109469","","No significant change","Similar","Similar","20220000","","","1y"
"90988","Hospital admissions due to coronary heart disease","E92000001","England","E09000006","Bromley","Upper tier local authorities (post 4/23)","Persons","All ages","","","2022/23","361.3792","340.5599","383.1337","328.9816","395.9347","1,135","329578","","Decreasing and getting better","Better","Better","20220000","","","1y"
"90988","Hospital admissions due to coronary heart disease","E92000001","England","E09000003","Barnet","Upper tier local authorities (post 4/23)","Persons","All ages","","","2022/23","359.6134","338.9382","381.213","327.4382","393.9218","1,145","389101","","No significant change","Better","Better","20220000","","","1y"
"90988","Hospital admissions due to coronary heart disease","E92000001","England","E06000016","Leicester","Upper tier local authorities (post 4/23)","Persons","All ages","","","2022/23","354.3591","331.6536","378.1912","319.0737","392.2429","935","373399","","Decreasing and getting better","Better","Better","20220000","","","1y"
