"Indicator ID","Indicator Name","Parent Code","Parent Name","Area Code","AreaName","Area Type","Sex","Age","Category Type","Category","Time period","Value","Lower CI 95.0 limit","Upper CI 95.0 limit","Lower CI 99.8 limit","Upper CI 99.8 limit","Count","Denominator","Value note","Recent Trend","Compared to England value or percentiles","Compared to parent value or percentiles","Time period Sortable","New data","Compared to goal","Time period range"
"219","Hypertension: QOF prevalence (all ages)","","","E92000001","England","England","Persons","All ages","","","2019/20","14.0957","14.0869","14.1045","14.0819","14.1095","8514885","60407685","","","","","20190000","New data","","1y"
"219","Hypertension: QOF prevalence (all ages)","E92000001","England","U72706","Great Yarmouth and Northern Villages PCN","Primary Care Network (v. 26/04/24)","Persons","All ages","","","2019/20","17.68","17.3873","17.9766","17.2203","18.1494","11387","64406","Aggregated from all known lower geography values","","","","20190000","New data","","1y"
"219","Hypertension: QOF prevalence (all ages)","U72706","Great Yarmouth and Northern Villages PCN","D82067","The Park Surgery","General Practice","Persons","All ages","","","2019/20","13.2882","12.725","13.8724","12.4097","14.2189","1787","13448","","","","","20190000","New data","","1y"
"219","Hypertension: QOF prevalence (all ages)","","","E92000001","England","England","Persons","All ages","","","2020/21","13.9297","13.921","13.9384","13.916","13.9435","8457600","60716244","","","","","20200000","New data","","1y"
"219","Hypertension: QOF prevalence (all ages)","E92000001","England","U72706","Great Yarmouth and Northern Villages PCN","Primary Care Network (v. 26/04/24)","Persons","All ages","","","2020/21","17.6052","17.3133","17.901","17.1468","18.0733","11364","64549","Aggregated from all known lower geography values","","","","20200000","New data","","1y"
"219","Hypertension: QOF prevalence (all ages)","U72706","Great Yarmouth and Northern Villages PCN","D82067","The Park Surgery","General Practice","Persons","All ages","","","2020/21","13.0036","12.4512","13.5766","12.1421","13.9165","1785","13727","","","","","20200000","New data","","1y"
"219","Hypertension: QOF prevalence (all ages)","","","E92000001","England","England","Persons","All ages","","","2021/22","13.9679","13.9593","13.9766","13.9543","13.9816","8604825","61604213","","","","","20210000","New data","","1y"
"219","Hypertension: QOF prevalence (all ages)","E92000001","England","U72706","Great Yarmouth and Northern Villages PCN","Primary Care Network (v. 26/04/24)","Persons","All ages","","","2021/22","17.9788","17.6841","18.2773","17.5159","18.4512","11576","64387","Aggregated from all known lower geography values","","","","20210000","New data","","1y"
"219","Hypertension: QOF prevalence (all ages)","U72706","Great Yarmouth and Northern Villages PCN","D82067","The Park Surgery","General Practice","Persons","All ages","","","2021/22","13.4218","12.863","14.0009","12.55","14.3442","1851","13791","","","","","20210000","New data","","1y"
"219","Hypertension: QOF prevalence (all ages)","","","E92000001","England","England","Persons","All ages","","","2022/23","14.4226","14.4138","14.4313","14.4088","14.4363","8996512","62378057","","","","","20220000","New data","","1y"
"219","Hypertension: QOF prevalence (all ages)","E92000001","England","U72706","Great Yarmouth and Northern Villages PCN","Primary Care Network (v. 26/04/24)","Persons","All ages","","","2022/23","18.9405","18.6409","19.2438","18.4698","19.4204","12292","64898","Aggregated from all known lower geography values","","","","20220000","New data","","1y"
"219","Hypertension: QOF prevalence (all ages)","U72706","Great Yarmouth and Northern Villages PCN","D82067","The Park Surgery","General Practice","Persons","All ages","","","2022/23","14.5907","14.0186","15.182","13.6974","15.5318","2064","14146","","","","","20220000","New data","","1y"
"219","Hypertension: QOF prevalence (all ages)","","","E92000001","England","England","Persons","All ages","","","2023/24","14.7925","14.7838","14.8013","14.7787","14.8063","9350858","63213403","","","","","20230000","New data","","1y"
"219","Hypertension: QOF prevalence (all ages)","E92000001","England","U72706","Great Yarmouth and Northern Villages PCN","Primary Care Network (v. 26/04/24)","Persons","All ages","","","2023/24","19.478","19.1763","19.7833","19.004","19.961","12740","65407","Aggregated from all known lower geography values","","","","20230000","New data","","1y"
"219","Hypertension: QOF prevalence (all ages)","U72706","Great Yarmouth and Northern Villages PCN","D82067","The Park Surgery","General Practice","Persons","All ages","","","2023/24","14.9718","14.4006","15.5615","14.0796","15.91","2173","14514","","Increasing","","","20230000","New data","","1y"
