"Indicator ID","Indicator Name","Parent Code","Parent Name","Area Code","AreaName","Area Type","Sex","Age","Category Type","Category","Time period","Value","Lower CI 95.0 limit","Upper CI 95.0 limit","Lower CI 99.8 limit","Upper CI 99.8 limit","Count","Denominator","Value note","Recent Trend","Compared to England value or percentiles","Compared to parent value or percentiles","Time period Sortable","New data","Compared to goal","Time period range"
"91280","Smoking: QOF prevalence (15+ yrs)","E92000001","England","U13557","Norwich PCN","Primary Care Network (v. 26/04/24)","Persons","15+ yrs","","","2019/20","18.7236","18.4357","19.0148","18.2713","19.1844","13055","69725","Aggregated from all known lower geography values","","","","20190000","","","1y"
"91280","Smoking: QOF prevalence (15+ yrs)","U13557","Norwich PCN","D82013","Old Catton Medical Practice","General Practice","Persons","15+ yrs","","","2019/20","14.9159","13.9551","15.9255","13.4233","16.521","896","6007","","","","","20190000","","","1y"
"91280","Smoking: QOF prevalence (15+ yrs)","","","E92000001","England","England","Persons","15+ yrs","","","2020/21","15.9413","15.9312","15.9514","15.9253","15.9572","8045428","50469199","","","","","20200000","","","1y"
"91280","Smoking: QOF prevalence (15+ yrs)","E92000001","England","U13557","Norwich PCN","Primary Care Network (v. 26/04/24)","Persons","15+ yrs","","","2020/21","18.535","18.2497","18.8238","18.0867","18.9919","13047","70391","Aggregated from all known lower geography values","","","","20200000","","","1y"
"91280","Smoking: QOF prevalence (15+ yrs)","U13557","Norwich PCN","D82013","Old Catton Medical Practice","General Practice","Persons","15+ yrs","","","2020/21","14.3328","13.4738","15.2369","12.9989","15.7787","870","6070","","","","","20200000","","","1y"
"91280","Smoking: QOF prevalence (15+ yrs)","","","E92000001","England","England","Persons","15+ yrs","","","2021/22","15.3899","15.3801","15.3998","15.3744","15.4055","7901579","51342500","","","","","20210000","","","1y"
"91280","Smoking: QOF prevalence (15+ yrs)","E92000001","England","U13557","Norwich PCN","Primary Care Network (v. 26/04/24)","Persons","15+ yrs","","","2021/22","18.1835","17.9004","18.47","17.7388","18.6368","12813","70465","Aggregated from all known lower geography values","","","","20210000","","","1y"
"91280","Smoking: QOF prevalence (15+ yrs)","U13557","Norwich PCN","D82013","Old Catton Medical Practice","General Practice","Persons","15+ yrs","","","2021/22","14.0115","13.1732","14.894","12.7098","15.4231","876","6252","","","","","20210000","","","1y"
"91280","Smoking: QOF prevalence (15+ yrs)","","","E92000001","England","England","Persons","15+ yrs","","","2022/23","14.7109","14.7013","14.7205","14.6957","14.7261","7664426","52100343","","","","","20220000","","","1y"
"91280","Smoking: QOF prevalence (15+ yrs)","E92000001","England","U13557","Norwich PCN","Primary Care Network (v. 26/04/24)","Persons","15+ yrs","","","2022/23","17.5674","17.2902","17.8481","17.132","18.0115","12560","71496","Aggregated from all known lower geography values","","","","20220000","","","1y"
"91280","Smoking: QOF prevalence (15+ yrs)","U13557","Norwich PCN","D82013","Old Catton Medical Practice","General Practice","Persons","15+ yrs","","","2022/23","13.6294","12.8159","14.4859","12.3662","14.9995","884","6486","","Decreasing","","","20220000","","","1y"
